Document,Topic,Name,Representation,Aspect1,Representative_Docs,Top_n_words,Probability,Representative_document
"Well here it is, Higgs not going to mandate all workers to be vaccinated in care facilities, instead he chooses to isolate the seniors and not allow family members in to assist and see what is taking place in these homes with their love ones. shame",2,2_vaccine_vaccines_vaccinated_vaccination,"['vaccine', 'vaccines', 'vaccinated', 'vaccination', 'covid19', 'covid', 'unvaccinated', 'coronavirus', 'immunity', 'immunocompromised']","['vaccine', 'vaccines', 'vaccinated', 'vaccination', 'covid19', 'covid', 'unvaccinated', 'coronavirus', 'immunity', 'immunocompromised']","['Am I part of the Flu Trux Klan event nope! Triple vaccinated and give vaccines to keep the elderly and immunosuppressed safe. Despise selfish con artists and grifters. needs to give the money back as it is for a political anti vaccine event. Covid Idiots', 'Can my elderly mom get her second dose please? She is caring for my elderly father with prostate cancer. But she keeps being turned away. Alberta covid Alberta vaccine', 'Ghanaian Canadian Association of Ontario popup vaccine clinic is offering second pfizer doses for seniors ages 70 and older and any frontline health worker. And 1st dose to anyone 12 years and above. To register please click the link below: covid 19 Pfizer Vaccine 1st dose covid19 vaccine']",vaccine - vaccines - vaccinated - vaccination - covid19 - covid - unvaccinated - coronavirus - immunity - immunocompromised,0.9076699307884671,False
"Not everyone. Disabled Canadians, indigenous people, overworked teachers and Health Care Workers, our elders in long term care might argue we are paying lip service to that ideal",0,0_welfare_canadians_pension_trudeau,"['welfare', 'canadians', 'pension', 'trudeau', 'afford', 'alberta', 'poverty', 'conservatives', 'homeless', 'conservative']","['welfare', 'canadians', 'pension', 'trudeau', 'afford', 'alberta', 'poverty', 'conservatives', 'homeless', 'conservative']","['This pandemic has shown us how bad things were. Millions of Canadians do not have affordable housing, secure employment or enough to get by. Persons with Disability, seniors, students, Black, Indigenous, and People of Color. who can afford to rent at $1300 to $2500 a month? Think about it. A min of $15,000 per month rent.', 'Affordability theme starting how can our seniors survive the current economic situation. Part 1 w and views on this. Doubling Canada Emergency Response Benefit by the Conservatives? Debate 2021 Politics Canada 44th Canadian Federal Election Canadian Politics', 'We need government solutions - a raise in Ontario Disability Support Program rates, Ontario Autism Program, Canada Pension Plan, not to mention Ontario Works (welfare). Universal Basic Income without cuts to services. Affordable housing, supportive housing for those with needs. Government funded food access. And safe supply so I do not wonder when someone is missing...']",welfare - canadians - pension - trudeau - afford - alberta - poverty - conservatives - homeless - conservative,0.8143207298567214,False
A big thank you to our firefighters! I that our seniors are ok.,1,1_edmonton_resident_calgary_meeting,"['edmonton', 'resident', 'calgary', 'meeting', 'airport', 'visit', 'celebrating', 'st', 'activities', 'wellness']","['edmonton', 'resident', 'calgary', 'meeting', 'airport', 'visit', 'celebrating', 'st', 'activities', 'wellness']","['Year 7 of stocking stuffers for seniors! The last 2 years have been a little different, but when we knock on the seniors doors with their gifts, the smiles and kind words make it all worth it. Thank you to everyone who sponsored a senior this Christmas! Edmonton International Airport tweet up', ""Our planning meeting today! Join us Wednesday as I host the: Mental Wellness Town Hall Bell Let Us Talk Self-Care Wed, January 26th 12:00 pm (MST) on Windspeaker Radio Network. Our panelist include: -Dr. Evan Adams -Kairyn Potts and -Elder Pam Heavyhead Indigenous Bell Let's Talk"", 'Chinatown Seniors Lodge and courtyard There are 4 facilities to service different stages from independent to assisted living. The center has been impacted by light rail transit construction and COVID-19, losing 1/3 of their residents since October 2020 (1/3) Edmonton International Airport']",edmonton - resident - calgary - meeting - airport - visit - celebrating - st - activities - wellness,0.8373991122775479,False
Metrolinx is responsible for the card not the Toronto Transit Commission. I know why they charge for it but it is shameful that seniors do not save more then 5 cents a ride.,-1,-1_transgender_bronx_christmas_lesbian,"['transgender', 'bronx', 'christmas', 'lesbian', 'celebrate', 'party', 'millennials', 'celebrated', 'bisexual', 'gay']","['transgender', 'bronx', 'christmas', 'lesbian', 'celebrate', 'party', 'millennials', 'celebrated', 'bisexual', 'gay']","['Bronx lesbian, gay, bisexual, and transgender group helps aging adults celebrate Christmas: An lesbian, gay, bisexual, and transgender group in the Bronx dedicated to helping lesbian, gay, bisexual, and transgender elders, celebrated Christmas today alongside members of the community. View article...', 'CANR Bronx lesbian, gay, bisexual, and transgender group helps aging adults celebrate Christmas: An lesbian, gay, bisexual, and transgender group in the Bronx dedicated to helping lesbian, gay, bisexual, and transgender elders, celebrated Christmas today alongside members of the community. View article...', 'CAD Bronx lesbian, gay, bisexual, and transgender group helps aging adults celebrate Christmas: An lesbian, gay, bisexual, and transgender group in the Bronx dedicated to helping lesbian, gay, bisexual, and transgender elders, celebrated Christmas today alongside members of the community. View article...']",transgender - bronx - christmas - lesbian - celebrate - party - millennials - celebrated - bisexual - gay,0.0,False
Ummm... seniors sitting in the atrium watching the meeting is hardly a reason to blacken out the windows. McCallum is so guilt ridden he does not have the stones to face them. Eventually he will have to.,-1,-1_transgender_bronx_christmas_lesbian,"['transgender', 'bronx', 'christmas', 'lesbian', 'celebrate', 'party', 'millennials', 'celebrated', 'bisexual', 'gay']","['transgender', 'bronx', 'christmas', 'lesbian', 'celebrate', 'party', 'millennials', 'celebrated', 'bisexual', 'gay']","['Bronx lesbian, gay, bisexual, and transgender group helps aging adults celebrate Christmas: An lesbian, gay, bisexual, and transgender group in the Bronx dedicated to helping lesbian, gay, bisexual, and transgender elders, celebrated Christmas today alongside members of the community. View article...', 'CANR Bronx lesbian, gay, bisexual, and transgender group helps aging adults celebrate Christmas: An lesbian, gay, bisexual, and transgender group in the Bronx dedicated to helping lesbian, gay, bisexual, and transgender elders, celebrated Christmas today alongside members of the community. View article...', 'CAD Bronx lesbian, gay, bisexual, and transgender group helps aging adults celebrate Christmas: An lesbian, gay, bisexual, and transgender group in the Bronx dedicated to helping lesbian, gay, bisexual, and transgender elders, celebrated Christmas today alongside members of the community. View article...']",transgender - bronx - christmas - lesbian - celebrate - party - millennials - celebrated - bisexual - gay,0.0,False
"Yes, so much this. Kids when you get to 40 and your parents were anti-maskers, remember they thought that it is okay to sacrifice other people's lives for their ""freedom"" when they come to you for help in their old age.",-1,-1_transgender_bronx_christmas_lesbian,"['transgender', 'bronx', 'christmas', 'lesbian', 'celebrate', 'party', 'millennials', 'celebrated', 'bisexual', 'gay']","['transgender', 'bronx', 'christmas', 'lesbian', 'celebrate', 'party', 'millennials', 'celebrated', 'bisexual', 'gay']","['Bronx lesbian, gay, bisexual, and transgender group helps aging adults celebrate Christmas: An lesbian, gay, bisexual, and transgender group in the Bronx dedicated to helping lesbian, gay, bisexual, and transgender elders, celebrated Christmas today alongside members of the community. View article...', 'CANR Bronx lesbian, gay, bisexual, and transgender group helps aging adults celebrate Christmas: An lesbian, gay, bisexual, and transgender group in the Bronx dedicated to helping lesbian, gay, bisexual, and transgender elders, celebrated Christmas today alongside members of the community. View article...', 'CAD Bronx lesbian, gay, bisexual, and transgender group helps aging adults celebrate Christmas: An lesbian, gay, bisexual, and transgender group in the Bronx dedicated to helping lesbian, gay, bisexual, and transgender elders, celebrated Christmas today alongside members of the community. View article...']",transgender - bronx - christmas - lesbian - celebrate - party - millennials - celebrated - bisexual - gay,0.0,False
One doctor...really. is this in a medical journal? Context...is it a seniors health center full of comorbidities? Are you getting this info on Facebook?,-1,-1_transgender_bronx_christmas_lesbian,"['transgender', 'bronx', 'christmas', 'lesbian', 'celebrate', 'party', 'millennials', 'celebrated', 'bisexual', 'gay']","['transgender', 'bronx', 'christmas', 'lesbian', 'celebrate', 'party', 'millennials', 'celebrated', 'bisexual', 'gay']","['Bronx lesbian, gay, bisexual, and transgender group helps aging adults celebrate Christmas: An lesbian, gay, bisexual, and transgender group in the Bronx dedicated to helping lesbian, gay, bisexual, and transgender elders, celebrated Christmas today alongside members of the community. View article...', 'CANR Bronx lesbian, gay, bisexual, and transgender group helps aging adults celebrate Christmas: An lesbian, gay, bisexual, and transgender group in the Bronx dedicated to helping lesbian, gay, bisexual, and transgender elders, celebrated Christmas today alongside members of the community. View article...', 'CAD Bronx lesbian, gay, bisexual, and transgender group helps aging adults celebrate Christmas: An lesbian, gay, bisexual, and transgender group in the Bronx dedicated to helping lesbian, gay, bisexual, and transgender elders, celebrated Christmas today alongside members of the community. View article...']",transgender - bronx - christmas - lesbian - celebrate - party - millennials - celebrated - bisexual - gay,0.0,False
"[Video travelling along Arbutus Greenway paved bike and pedestrian path. Coming the other way are an elderly man using a walker, another elderly man using a walking stick, a woman using a walker crosses the path, and another woman using a walker comes the other way with a companion.]",-1,-1_transgender_bronx_christmas_lesbian,"['transgender', 'bronx', 'christmas', 'lesbian', 'celebrate', 'party', 'millennials', 'celebrated', 'bisexual', 'gay']","['transgender', 'bronx', 'christmas', 'lesbian', 'celebrate', 'party', 'millennials', 'celebrated', 'bisexual', 'gay']","['Bronx lesbian, gay, bisexual, and transgender group helps aging adults celebrate Christmas: An lesbian, gay, bisexual, and transgender group in the Bronx dedicated to helping lesbian, gay, bisexual, and transgender elders, celebrated Christmas today alongside members of the community. View article...', 'CANR Bronx lesbian, gay, bisexual, and transgender group helps aging adults celebrate Christmas: An lesbian, gay, bisexual, and transgender group in the Bronx dedicated to helping lesbian, gay, bisexual, and transgender elders, celebrated Christmas today alongside members of the community. View article...', 'CAD Bronx lesbian, gay, bisexual, and transgender group helps aging adults celebrate Christmas: An lesbian, gay, bisexual, and transgender group in the Bronx dedicated to helping lesbian, gay, bisexual, and transgender elders, celebrated Christmas today alongside members of the community. View article...']",transgender - bronx - christmas - lesbian - celebrate - party - millennials - celebrated - bisexual - gay,0.0,False
Seniors deserve to live with dignity. Sign the petition calling on to stop the clawback on Guaranteed Income Supplement benefits for low-income seniors who received Canada Emergency Response Benefit. Canadian Politics via,0,0_welfare_canadians_pension_trudeau,"['welfare', 'canadians', 'pension', 'trudeau', 'afford', 'alberta', 'poverty', 'conservatives', 'homeless', 'conservative']","['welfare', 'canadians', 'pension', 'trudeau', 'afford', 'alberta', 'poverty', 'conservatives', 'homeless', 'conservative']","['This pandemic has shown us how bad things were. Millions of Canadians do not have affordable housing, secure employment or enough to get by. Persons with Disability, seniors, students, Black, Indigenous, and People of Color. who can afford to rent at $1300 to $2500 a month? Think about it. A min of $15,000 per month rent.', 'Affordability theme starting how can our seniors survive the current economic situation. Part 1 w and views on this. Doubling Canada Emergency Response Benefit by the Conservatives? Debate 2021 Politics Canada 44th Canadian Federal Election Canadian Politics', 'We need government solutions - a raise in Ontario Disability Support Program rates, Ontario Autism Program, Canada Pension Plan, not to mention Ontario Works (welfare). Universal Basic Income without cuts to services. Affordable housing, supportive housing for those with needs. Government funded food access. And safe supply so I do not wonder when someone is missing...']",welfare - canadians - pension - trudeau - afford - alberta - poverty - conservatives - homeless - conservative,1.0,False
Seniors already Goes by way too fast. Always a jayhawk,0,0_welfare_canadians_pension_trudeau,"['welfare', 'canadians', 'pension', 'trudeau', 'afford', 'alberta', 'poverty', 'conservatives', 'homeless', 'conservative']","['welfare', 'canadians', 'pension', 'trudeau', 'afford', 'alberta', 'poverty', 'conservatives', 'homeless', 'conservative']","['This pandemic has shown us how bad things were. Millions of Canadians do not have affordable housing, secure employment or enough to get by. Persons with Disability, seniors, students, Black, Indigenous, and People of Color. who can afford to rent at $1300 to $2500 a month? Think about it. A min of $15,000 per month rent.', 'Affordability theme starting how can our seniors survive the current economic situation. Part 1 w and views on this. Doubling Canada Emergency Response Benefit by the Conservatives? Debate 2021 Politics Canada 44th Canadian Federal Election Canadian Politics', 'We need government solutions - a raise in Ontario Disability Support Program rates, Ontario Autism Program, Canada Pension Plan, not to mention Ontario Works (welfare). Universal Basic Income without cuts to services. Affordable housing, supportive housing for those with needs. Government funded food access. And safe supply so I do not wonder when someone is missing...']",welfare - canadians - pension - trudeau - afford - alberta - poverty - conservatives - homeless - conservative,0.8140938782794507,False
"Conservatives are about some progress...Republicans, like Democrats, are calcified seniors who only worry about lining their own pockets and is NOT interested in helping THE PEOPLE!",0,0_welfare_canadians_pension_trudeau,"['welfare', 'canadians', 'pension', 'trudeau', 'afford', 'alberta', 'poverty', 'conservatives', 'homeless', 'conservative']","['welfare', 'canadians', 'pension', 'trudeau', 'afford', 'alberta', 'poverty', 'conservatives', 'homeless', 'conservative']","['This pandemic has shown us how bad things were. Millions of Canadians do not have affordable housing, secure employment or enough to get by. Persons with Disability, seniors, students, Black, Indigenous, and People of Color. who can afford to rent at $1300 to $2500 a month? Think about it. A min of $15,000 per month rent.', 'Affordability theme starting how can our seniors survive the current economic situation. Part 1 w and views on this. Doubling Canada Emergency Response Benefit by the Conservatives? Debate 2021 Politics Canada 44th Canadian Federal Election Canadian Politics', 'We need government solutions - a raise in Ontario Disability Support Program rates, Ontario Autism Program, Canada Pension Plan, not to mention Ontario Works (welfare). Universal Basic Income without cuts to services. Affordable housing, supportive housing for those with needs. Government funded food access. And safe supply so I do not wonder when someone is missing...']",welfare - canadians - pension - trudeau - afford - alberta - poverty - conservatives - homeless - conservative,1.0,False
"Reducing hospitalization and institutionalization is good, but even better is that by providing Occupational Therapy, nurse and handyperson services to older adults they experience improved independence and quality of life. Value of OT",-1,-1_transgender_bronx_christmas_lesbian,"['transgender', 'bronx', 'christmas', 'lesbian', 'celebrate', 'party', 'millennials', 'celebrated', 'bisexual', 'gay']","['transgender', 'bronx', 'christmas', 'lesbian', 'celebrate', 'party', 'millennials', 'celebrated', 'bisexual', 'gay']","['Bronx lesbian, gay, bisexual, and transgender group helps aging adults celebrate Christmas: An lesbian, gay, bisexual, and transgender group in the Bronx dedicated to helping lesbian, gay, bisexual, and transgender elders, celebrated Christmas today alongside members of the community. View article...', 'CANR Bronx lesbian, gay, bisexual, and transgender group helps aging adults celebrate Christmas: An lesbian, gay, bisexual, and transgender group in the Bronx dedicated to helping lesbian, gay, bisexual, and transgender elders, celebrated Christmas today alongside members of the community. View article...', 'CAD Bronx lesbian, gay, bisexual, and transgender group helps aging adults celebrate Christmas: An lesbian, gay, bisexual, and transgender group in the Bronx dedicated to helping lesbian, gay, bisexual, and transgender elders, celebrated Christmas today alongside members of the community. View article...']",transgender - bronx - christmas - lesbian - celebrate - party - millennials - celebrated - bisexual - gay,0.0,False
"Thanks for doing the rough, thankless work of being an elder in our community, Rhona.",1,1_edmonton_resident_calgary_meeting,"['edmonton', 'resident', 'calgary', 'meeting', 'airport', 'visit', 'celebrating', 'st', 'activities', 'wellness']","['edmonton', 'resident', 'calgary', 'meeting', 'airport', 'visit', 'celebrating', 'st', 'activities', 'wellness']","['Year 7 of stocking stuffers for seniors! The last 2 years have been a little different, but when we knock on the seniors doors with their gifts, the smiles and kind words make it all worth it. Thank you to everyone who sponsored a senior this Christmas! Edmonton International Airport tweet up', ""Our planning meeting today! Join us Wednesday as I host the: Mental Wellness Town Hall Bell Let Us Talk Self-Care Wed, January 26th 12:00 pm (MST) on Windspeaker Radio Network. Our panelist include: -Dr. Evan Adams -Kairyn Potts and -Elder Pam Heavyhead Indigenous Bell Let's Talk"", 'Chinatown Seniors Lodge and courtyard There are 4 facilities to service different stages from independent to assisted living. The center has been impacted by light rail transit construction and COVID-19, losing 1/3 of their residents since October 2020 (1/3) Edmonton International Airport']",edmonton - resident - calgary - meeting - airport - visit - celebrating - st - activities - wellness,0.7935749238360496,False
"He is already told us who he is. Start believing and his minions are pro-business, anti-working people. They do not give a flying fuck about essential workers, elderly in long term care, the poor and disabled, educators, kids, the environment, et cetera FordLiedPeopleDied",-1,-1_transgender_bronx_christmas_lesbian,"['transgender', 'bronx', 'christmas', 'lesbian', 'celebrate', 'party', 'millennials', 'celebrated', 'bisexual', 'gay']","['transgender', 'bronx', 'christmas', 'lesbian', 'celebrate', 'party', 'millennials', 'celebrated', 'bisexual', 'gay']","['Bronx lesbian, gay, bisexual, and transgender group helps aging adults celebrate Christmas: An lesbian, gay, bisexual, and transgender group in the Bronx dedicated to helping lesbian, gay, bisexual, and transgender elders, celebrated Christmas today alongside members of the community. View article...', 'CANR Bronx lesbian, gay, bisexual, and transgender group helps aging adults celebrate Christmas: An lesbian, gay, bisexual, and transgender group in the Bronx dedicated to helping lesbian, gay, bisexual, and transgender elders, celebrated Christmas today alongside members of the community. View article...', 'CAD Bronx lesbian, gay, bisexual, and transgender group helps aging adults celebrate Christmas: An lesbian, gay, bisexual, and transgender group in the Bronx dedicated to helping lesbian, gay, bisexual, and transgender elders, celebrated Christmas today alongside members of the community. View article...']",transgender - bronx - christmas - lesbian - celebrate - party - millennials - celebrated - bisexual - gay,0.0,False
"I am ok. Define ok. I Am as ok as anyone can be in a global pandemic that is taking our Elders. I Am as ok as anyone can be in a global pandemic that is traumatizing our youth. As if they do not have enough to worry about with life, and trauma, and healing, and growth ",-1,-1_transgender_bronx_christmas_lesbian,"['transgender', 'bronx', 'christmas', 'lesbian', 'celebrate', 'party', 'millennials', 'celebrated', 'bisexual', 'gay']","['transgender', 'bronx', 'christmas', 'lesbian', 'celebrate', 'party', 'millennials', 'celebrated', 'bisexual', 'gay']","['Bronx lesbian, gay, bisexual, and transgender group helps aging adults celebrate Christmas: An lesbian, gay, bisexual, and transgender group in the Bronx dedicated to helping lesbian, gay, bisexual, and transgender elders, celebrated Christmas today alongside members of the community. View article...', 'CANR Bronx lesbian, gay, bisexual, and transgender group helps aging adults celebrate Christmas: An lesbian, gay, bisexual, and transgender group in the Bronx dedicated to helping lesbian, gay, bisexual, and transgender elders, celebrated Christmas today alongside members of the community. View article...', 'CAD Bronx lesbian, gay, bisexual, and transgender group helps aging adults celebrate Christmas: An lesbian, gay, bisexual, and transgender group in the Bronx dedicated to helping lesbian, gay, bisexual, and transgender elders, celebrated Christmas today alongside members of the community. View article...']",transgender - bronx - christmas - lesbian - celebrate - party - millennials - celebrated - bisexual - gay,0.0,False
"Is this a surprise to anyone? Japan was already struggling and they continued their plans for the games I suspect in part due to the sunk cost fallacy. With an older and aging population, this is extremely dangerous.",0,0_welfare_canadians_pension_trudeau,"['welfare', 'canadians', 'pension', 'trudeau', 'afford', 'alberta', 'poverty', 'conservatives', 'homeless', 'conservative']","['welfare', 'canadians', 'pension', 'trudeau', 'afford', 'alberta', 'poverty', 'conservatives', 'homeless', 'conservative']","['This pandemic has shown us how bad things were. Millions of Canadians do not have affordable housing, secure employment or enough to get by. Persons with Disability, seniors, students, Black, Indigenous, and People of Color. who can afford to rent at $1300 to $2500 a month? Think about it. A min of $15,000 per month rent.', 'Affordability theme starting how can our seniors survive the current economic situation. Part 1 w and views on this. Doubling Canada Emergency Response Benefit by the Conservatives? Debate 2021 Politics Canada 44th Canadian Federal Election Canadian Politics', 'We need government solutions - a raise in Ontario Disability Support Program rates, Ontario Autism Program, Canada Pension Plan, not to mention Ontario Works (welfare). Universal Basic Income without cuts to services. Affordable housing, supportive housing for those with needs. Government funded food access. And safe supply so I do not wonder when someone is missing...']",welfare - canadians - pension - trudeau - afford - alberta - poverty - conservatives - homeless - conservative,0.9451579773127202,False
Oakville Meals On Wheels is more than a meal at the door! It is human caring and connection at its finest for our Seniors. Proud to be an ambassador! If you would like to volunteer your time or learn more click here: Oakville Meals On Wheels,1,1_edmonton_resident_calgary_meeting,"['edmonton', 'resident', 'calgary', 'meeting', 'airport', 'visit', 'celebrating', 'st', 'activities', 'wellness']","['edmonton', 'resident', 'calgary', 'meeting', 'airport', 'visit', 'celebrating', 'st', 'activities', 'wellness']","['Year 7 of stocking stuffers for seniors! The last 2 years have been a little different, but when we knock on the seniors doors with their gifts, the smiles and kind words make it all worth it. Thank you to everyone who sponsored a senior this Christmas! Edmonton International Airport tweet up', ""Our planning meeting today! Join us Wednesday as I host the: Mental Wellness Town Hall Bell Let Us Talk Self-Care Wed, January 26th 12:00 pm (MST) on Windspeaker Radio Network. Our panelist include: -Dr. Evan Adams -Kairyn Potts and -Elder Pam Heavyhead Indigenous Bell Let's Talk"", 'Chinatown Seniors Lodge and courtyard There are 4 facilities to service different stages from independent to assisted living. The center has been impacted by light rail transit construction and COVID-19, losing 1/3 of their residents since October 2020 (1/3) Edmonton International Airport']",edmonton - resident - calgary - meeting - airport - visit - celebrating - st - activities - wellness,0.8485105834398144,False
"As we paused, reflected, talked and listened yesterday and over the last few days, we want to thank the Elders of our region for their guidance and acknowledge that there are many more steps to take on this path towards reconciliation. Indigenous Truth Reconciliation Orange Shirt Day",6,6_indigenousled_reconciliation_yukon_schools,"['indigenousled', 'reconciliation', 'yukon', 'schools', 'tribal', 'education', 'survivors', 'testimony', 'prayers', 'sunrises']","['indigenousled', 'reconciliation', 'yukon', 'schools', 'tribal', 'education', 'survivors', 'testimony', 'prayers', 'sunrises']","['To honor National Truth and Reconciliation Day, the Nisgaa Environmental Stewardship Society,  School District 92, plants 100 solar lights and listens to elders and Nisgaa governance talk about survival and thriving in the Nisgaa Nation. Truth and Reconciliation Day', 'My colleagues and I spent the last two days at St Eugenes meeting with Blackfoot Elders and learning about the impacts of residential schools. Last night we found out 182 unmarked graves had been found. A legacy of sorrow. Truth And Reconciliation', ""215 children in Kamloops; 104 children in Brandon, Manitoba; 751 Children in Cowessess, Saskatchewan. Our Elders gave evidence to the Truth and Reconciliation Commission. Canada did not believe it. Now Canada has no choice but to act. Prayers up, we need them. Sometimes it's hard to be Indigenous TRC Calls To Action 71 to 76 No Denial""]",indigenousled - reconciliation - yukon - schools - tribal - education - survivors - testimony - prayers - sunrises,1.0,False
"Was nice meeting you today at the seniors foodbank at 30 Baseline London Ontario Thanks for seeing first hand, the numbers of seniors who rely on donations, in order to have food on the table.",1,1_edmonton_resident_calgary_meeting,"['edmonton', 'resident', 'calgary', 'meeting', 'airport', 'visit', 'celebrating', 'st', 'activities', 'wellness']","['edmonton', 'resident', 'calgary', 'meeting', 'airport', 'visit', 'celebrating', 'st', 'activities', 'wellness']","['Year 7 of stocking stuffers for seniors! The last 2 years have been a little different, but when we knock on the seniors doors with their gifts, the smiles and kind words make it all worth it. Thank you to everyone who sponsored a senior this Christmas! Edmonton International Airport tweet up', ""Our planning meeting today! Join us Wednesday as I host the: Mental Wellness Town Hall Bell Let Us Talk Self-Care Wed, January 26th 12:00 pm (MST) on Windspeaker Radio Network. Our panelist include: -Dr. Evan Adams -Kairyn Potts and -Elder Pam Heavyhead Indigenous Bell Let's Talk"", 'Chinatown Seniors Lodge and courtyard There are 4 facilities to service different stages from independent to assisted living. The center has been impacted by light rail transit construction and COVID-19, losing 1/3 of their residents since October 2020 (1/3) Edmonton International Airport']",edmonton - resident - calgary - meeting - airport - visit - celebrating - st - activities - wellness,0.8320430872108467,False
This is happening in and many others too. Many who booked when thier age opened booked in January or even February Pop ups opening with little notice means others who are less at risk get vaccinated before seniors.,2,2_vaccine_vaccines_vaccinated_vaccination,"['vaccine', 'vaccines', 'vaccinated', 'vaccination', 'covid19', 'covid', 'unvaccinated', 'coronavirus', 'immunity', 'immunocompromised']","['vaccine', 'vaccines', 'vaccinated', 'vaccination', 'covid19', 'covid', 'unvaccinated', 'coronavirus', 'immunity', 'immunocompromised']","['Am I part of the Flu Trux Klan event nope! Triple vaccinated and give vaccines to keep the elderly and immunosuppressed safe. Despise selfish con artists and grifters. needs to give the money back as it is for a political anti vaccine event. Covid Idiots', 'Can my elderly mom get her second dose please? She is caring for my elderly father with prostate cancer. But she keeps being turned away. Alberta covid Alberta vaccine', 'Ghanaian Canadian Association of Ontario popup vaccine clinic is offering second pfizer doses for seniors ages 70 and older and any frontline health worker. And 1st dose to anyone 12 years and above. To register please click the link below: covid 19 Pfizer Vaccine 1st dose covid19 vaccine']",vaccine - vaccines - vaccinated - vaccination - covid19 - covid - unvaccinated - coronavirus - immunity - immunocompromised,0.5109646042097346,False
Anywhere in the Building my opinion is pretty much the same as yours but my building is full of elderly so I do it for them,5,5_sidewalk_sidewalks_curbs_curb,"['sidewalk', 'sidewalks', 'curbs', 'curb', 'streets', 'pedestrians', 'pedestrian', 'ramps', 'corner', 'lanes']","['sidewalk', 'sidewalks', 'curbs', 'curb', 'streets', 'pedestrians', 'pedestrian', 'ramps', 'corner', 'lanes']","['Opened Sign on Street, Lane, Sidewalk - Repair or Replace request via android at 218 Cornerstone Height Northeast . Missing sidewalk. elderly people and kids can trip on it.', 'Opened Sidewalk or Curb Repair request via iphone at 304 Cresthaven Place South West . Sidewalk has many cracks, the whole block from the corner to the next corner has big holes after the winter. there are many elder people in the area', '120% supportive this investment to catch up backlog 600 curb ramps sidewalks across City. Represents important shift towards prioritizing the pedestrian (including seniors, persons with disabilities and parents with strollers) who have often been left out. Key to walkable communities.']",sidewalk - sidewalks - curbs - curb - streets - pedestrians - pedestrian - ramps - corner - lanes,0.9802684423776641,False
I do not believe you can do it for someone else (otherwise anyone could do that) but the seniors fare can be set up on a card at any customer service outlet,-1,-1_transgender_bronx_christmas_lesbian,"['transgender', 'bronx', 'christmas', 'lesbian', 'celebrate', 'party', 'millennials', 'celebrated', 'bisexual', 'gay']","['transgender', 'bronx', 'christmas', 'lesbian', 'celebrate', 'party', 'millennials', 'celebrated', 'bisexual', 'gay']","['Bronx lesbian, gay, bisexual, and transgender group helps aging adults celebrate Christmas: An lesbian, gay, bisexual, and transgender group in the Bronx dedicated to helping lesbian, gay, bisexual, and transgender elders, celebrated Christmas today alongside members of the community. View article...', 'CANR Bronx lesbian, gay, bisexual, and transgender group helps aging adults celebrate Christmas: An lesbian, gay, bisexual, and transgender group in the Bronx dedicated to helping lesbian, gay, bisexual, and transgender elders, celebrated Christmas today alongside members of the community. View article...', 'CAD Bronx lesbian, gay, bisexual, and transgender group helps aging adults celebrate Christmas: An lesbian, gay, bisexual, and transgender group in the Bronx dedicated to helping lesbian, gay, bisexual, and transgender elders, celebrated Christmas today alongside members of the community. View article...']",transgender - bronx - christmas - lesbian - celebrate - party - millennials - celebrated - bisexual - gay,0.0,False
"Immuno-compromised people and frail elderly folks who are advised not to contract any viral infections should stay away from the public in Alberta. it is really that simple, is not it. The vast majority of children and working-age Albertans will have inconsequential symptoms from Covid",2,2_vaccine_vaccines_vaccinated_vaccination,"['vaccine', 'vaccines', 'vaccinated', 'vaccination', 'covid19', 'covid', 'unvaccinated', 'coronavirus', 'immunity', 'immunocompromised']","['vaccine', 'vaccines', 'vaccinated', 'vaccination', 'covid19', 'covid', 'unvaccinated', 'coronavirus', 'immunity', 'immunocompromised']","['Am I part of the Flu Trux Klan event nope! Triple vaccinated and give vaccines to keep the elderly and immunosuppressed safe. Despise selfish con artists and grifters. needs to give the money back as it is for a political anti vaccine event. Covid Idiots', 'Can my elderly mom get her second dose please? She is caring for my elderly father with prostate cancer. But she keeps being turned away. Alberta covid Alberta vaccine', 'Ghanaian Canadian Association of Ontario popup vaccine clinic is offering second pfizer doses for seniors ages 70 and older and any frontline health worker. And 1st dose to anyone 12 years and above. To register please click the link below: covid 19 Pfizer Vaccine 1st dose covid19 vaccine']",vaccine - vaccines - vaccinated - vaccination - covid19 - covid - unvaccinated - coronavirus - immunity - immunocompromised,0.669331088101022,False
