Document,Topic,Name,Representation,Aspect1,Representative_Docs,Top_n_words,Probability,Representative_document
"I suspect traffic data (?). Weirdly enough I have seen less heavy trucks this last 2 weeks (not scientific at all), and there are traffic counting hose things in front of the seniors home now. Nothing I can see has actually changed so I am not sure",-1,-1_avenue_emergency_alarm_rescue435,"['avenue', 'emergency', 'alarm', 'rescue435', 'transgender', 'crisis', 'queer', 'homeless', 'lesbian', 'officers']","['avenue', 'emergency', 'alarm', 'rescue435', 'transgender', 'crisis', 'queer', 'homeless', 'lesbian', 'officers']","['Alarm (single Source) [North York] Brighton Avenue b/w Goddard Street / Elder Street Dispatched: 03/10/21 12:32 EDT [Stn: 143] Pumper-143 Rescue-112 General Area:', 'Support lesbian, gay, bisexual, transgender, intersex, queer or questioning nondiscrimination protections: There are many states across the country without explicit laws protecting LGBT elders from discrimination. Many residents have lived in these states before. View article...', 'The last  Two-Spirit, Lesbian, Gay, Bisexual, Transgender, Queer and/or Questioning, Intersex, Asexual Sub-Working Group meeting, but not the last task at hand. We continue with the healing process. We move forward with an amazing group of knowledge-holders, Elders, and Two-Spirits towards the next generations.  Two-Spirit, Lesbian, Gay, Bisexual, Transgender, Queer and/or Questioning, Intersex, Asexual']",avenue - emergency - alarm - rescue435 - transgender - crisis - queer - homeless - lesbian - officers,0.0,False
Affordable housing for single senior women,0,0_vaccine_vaccines_vaccination_vaccinated,"['vaccine', 'vaccines', 'vaccination', 'vaccinated', 'vaccinations', 'immunity', 'unvaccinated', 'immunocompromised', 'immune', 'patients']","['vaccine', 'vaccines', 'vaccination', 'vaccinated', 'vaccinations', 'immunity', 'unvaccinated', 'immunocompromised', 'immune', 'patients']","['Reflections after working at todays mass vaccine clinic: 1. COVAX data entry continues to kill our speed. 2. Due to Pfizer shortages, people 30+ can only get Moderna many declined. 3. The overwhelmingly majority of booster recipients were younger adults we must reach seniors.', 'Do Seniors need attention by the chief marketing officer to help us to understand the 2 Shot Pfizer vaccine for our age-diminished immune systems? Is there a need to consider our reduced immunity, due to our age, when deciding how soon we need the 2nd shot for Full Immunity? 28 days or 4 moths?', 'Ghanaian Canadian Association of Ontario popup vaccine clinic is offering second pfizer doses for seniors ages 70 and older and any frontline health worker. And 1st dose to anyone 12 years and above. To register please click the link below: covid 19 Pfizer Vaccine 1st dose covid19 vaccine']",vaccine - vaccines - vaccination - vaccinated - vaccinations - immunity - unvaccinated - immunocompromised - immune - patients,0.8788339866472524,False
redcross volunteer seniors Come on by the Saint John Public Library and join our team today! Connection New Brunswick,-1,-1_avenue_emergency_alarm_rescue435,"['avenue', 'emergency', 'alarm', 'rescue435', 'transgender', 'crisis', 'queer', 'homeless', 'lesbian', 'officers']","['avenue', 'emergency', 'alarm', 'rescue435', 'transgender', 'crisis', 'queer', 'homeless', 'lesbian', 'officers']","['Alarm (single Source) [North York] Brighton Avenue b/w Goddard Street / Elder Street Dispatched: 03/10/21 12:32 EDT [Stn: 143] Pumper-143 Rescue-112 General Area:', 'Support lesbian, gay, bisexual, transgender, intersex, queer or questioning nondiscrimination protections: There are many states across the country without explicit laws protecting LGBT elders from discrimination. Many residents have lived in these states before. View article...', 'The last  Two-Spirit, Lesbian, Gay, Bisexual, Transgender, Queer and/or Questioning, Intersex, Asexual Sub-Working Group meeting, but not the last task at hand. We continue with the healing process. We move forward with an amazing group of knowledge-holders, Elders, and Two-Spirits towards the next generations.  Two-Spirit, Lesbian, Gay, Bisexual, Transgender, Queer and/or Questioning, Intersex, Asexual']",avenue - emergency - alarm - rescue435 - transgender - crisis - queer - homeless - lesbian - officers,0.0,False
Very prudent of you. We have all had one vaccine now that it is 12+ and I should get my second shot this month since I volunteer with seniors.,0,0_vaccine_vaccines_vaccination_vaccinated,"['vaccine', 'vaccines', 'vaccination', 'vaccinated', 'vaccinations', 'immunity', 'unvaccinated', 'immunocompromised', 'immune', 'patients']","['vaccine', 'vaccines', 'vaccination', 'vaccinated', 'vaccinations', 'immunity', 'unvaccinated', 'immunocompromised', 'immune', 'patients']","['Reflections after working at todays mass vaccine clinic: 1. COVAX data entry continues to kill our speed. 2. Due to Pfizer shortages, people 30+ can only get Moderna many declined. 3. The overwhelmingly majority of booster recipients were younger adults we must reach seniors.', 'Do Seniors need attention by the chief marketing officer to help us to understand the 2 Shot Pfizer vaccine for our age-diminished immune systems? Is there a need to consider our reduced immunity, due to our age, when deciding how soon we need the 2nd shot for Full Immunity? 28 days or 4 moths?', 'Ghanaian Canadian Association of Ontario popup vaccine clinic is offering second pfizer doses for seniors ages 70 and older and any frontline health worker. And 1st dose to anyone 12 years and above. To register please click the link below: covid 19 Pfizer Vaccine 1st dose covid19 vaccine']",vaccine - vaccines - vaccination - vaccinated - vaccinations - immunity - unvaccinated - immunocompromised - immune - patients,1.0,False
Scotiabank does it again! They are changing the conversation on design. I think accessibility is a key topic for meeting the needs of an aging population. Bravo!,2,2_trudeau_calgary_election_canadas,"['trudeau', 'calgary', 'election', 'canadas', 'voters', 'voting', 'vote', 'minister', 'conservatives', 'democratic']","['trudeau', 'calgary', 'election', 'canadas', 'voters', 'voting', 'vote', 'minister', 'conservatives', 'democratic']","['Nothing to see here. Numbers do not tell you a thing. Read everything! Alberta New Democratic Party rated disability, seniors, poverty and homelessness at the bottom of their priorities. Thankfully there will be more parties independents on the ballot. Election 2023 Alberta Legislative Edmonton International Airport Calgary International Airport Alberta Politics', '2021 Angus Reid Poll showed Alberta New Democratic Party rated poverty, disability, seniors and homelessness at their bottom of their priorities. AND they endorse segregation abuse of disabled students in education! who the hell votes for this junk? Not anyone with inclusive values. Gross Alberta Legislative Edmonton International Airport Calgary International Airport', 'I am a red dot in a sea of blue living in West Kelowna. What I hear: Justin Trudeau does not do anything for seniors Justin Trudeau does zip for the west Canada Emergency Response Benefit Employment benefits are for lazy people Justin Trudeau cares more about immigrants than ""real Canadians"" Justin Trudeau is to good looking and men cannot deal with that 44th Canadian Federal Election']",trudeau - calgary - election - canadas - voters - voting - vote - minister - conservatives - democratic,1.0,False
"So pleased to be able to get my Covid vaccine booster dose this morning. I did it to help protect my unvaccinated toddler, my senior citizen parents and the vulnerable people I interact with at. And, of course, for my own health and safety too. Thank you, Nurse Laura!",0,0_vaccine_vaccines_vaccination_vaccinated,"['vaccine', 'vaccines', 'vaccination', 'vaccinated', 'vaccinations', 'immunity', 'unvaccinated', 'immunocompromised', 'immune', 'patients']","['vaccine', 'vaccines', 'vaccination', 'vaccinated', 'vaccinations', 'immunity', 'unvaccinated', 'immunocompromised', 'immune', 'patients']","['Reflections after working at todays mass vaccine clinic: 1. COVAX data entry continues to kill our speed. 2. Due to Pfizer shortages, people 30+ can only get Moderna many declined. 3. The overwhelmingly majority of booster recipients were younger adults we must reach seniors.', 'Do Seniors need attention by the chief marketing officer to help us to understand the 2 Shot Pfizer vaccine for our age-diminished immune systems? Is there a need to consider our reduced immunity, due to our age, when deciding how soon we need the 2nd shot for Full Immunity? 28 days or 4 moths?', 'Ghanaian Canadian Association of Ontario popup vaccine clinic is offering second pfizer doses for seniors ages 70 and older and any frontline health worker. And 1st dose to anyone 12 years and above. To register please click the link below: covid 19 Pfizer Vaccine 1st dose covid19 vaccine']",vaccine - vaccines - vaccination - vaccinated - vaccinations - immunity - unvaccinated - immunocompromised - immune - patients,0.9526740736690157,False
So much going on here. Is Trudeau taking a bong hit off some old ladies head? Is the prince drunk? Did Biden just shit himself? So much going on in one photo,-1,-1_avenue_emergency_alarm_rescue435,"['avenue', 'emergency', 'alarm', 'rescue435', 'transgender', 'crisis', 'queer', 'homeless', 'lesbian', 'officers']","['avenue', 'emergency', 'alarm', 'rescue435', 'transgender', 'crisis', 'queer', 'homeless', 'lesbian', 'officers']","['Alarm (single Source) [North York] Brighton Avenue b/w Goddard Street / Elder Street Dispatched: 03/10/21 12:32 EDT [Stn: 143] Pumper-143 Rescue-112 General Area:', 'Support lesbian, gay, bisexual, transgender, intersex, queer or questioning nondiscrimination protections: There are many states across the country without explicit laws protecting LGBT elders from discrimination. Many residents have lived in these states before. View article...', 'The last  Two-Spirit, Lesbian, Gay, Bisexual, Transgender, Queer and/or Questioning, Intersex, Asexual Sub-Working Group meeting, but not the last task at hand. We continue with the healing process. We move forward with an amazing group of knowledge-holders, Elders, and Two-Spirits towards the next generations.  Two-Spirit, Lesbian, Gay, Bisexual, Transgender, Queer and/or Questioning, Intersex, Asexual']",avenue - emergency - alarm - rescue435 - transgender - crisis - queer - homeless - lesbian - officers,0.0,False
"Let me help you out with just a few of the reasons: 1. Too easy to forge a printout 2. Int'l borders do not always recognize screenshots 3. Seniors have a hard time remembering, accessing and figuring out the app 4. App is not accessible for non-English speakers",0,0_vaccine_vaccines_vaccination_vaccinated,"['vaccine', 'vaccines', 'vaccination', 'vaccinated', 'vaccinations', 'immunity', 'unvaccinated', 'immunocompromised', 'immune', 'patients']","['vaccine', 'vaccines', 'vaccination', 'vaccinated', 'vaccinations', 'immunity', 'unvaccinated', 'immunocompromised', 'immune', 'patients']","['Reflections after working at todays mass vaccine clinic: 1. COVAX data entry continues to kill our speed. 2. Due to Pfizer shortages, people 30+ can only get Moderna many declined. 3. The overwhelmingly majority of booster recipients were younger adults we must reach seniors.', 'Do Seniors need attention by the chief marketing officer to help us to understand the 2 Shot Pfizer vaccine for our age-diminished immune systems? Is there a need to consider our reduced immunity, due to our age, when deciding how soon we need the 2nd shot for Full Immunity? 28 days or 4 moths?', 'Ghanaian Canadian Association of Ontario popup vaccine clinic is offering second pfizer doses for seniors ages 70 and older and any frontline health worker. And 1st dose to anyone 12 years and above. To register please click the link below: covid 19 Pfizer Vaccine 1st dose covid19 vaccine']",vaccine - vaccines - vaccination - vaccinated - vaccinations - immunity - unvaccinated - immunocompromised - immune - patients,1.0,False
"They have to be examined though - sometimes for these grants from municipalities/ cities allow them to get more grants and funding from elsewhere to do more work in our communities. For example, in we give grant funding for a seniors transit project because if all 1/",-1,-1_avenue_emergency_alarm_rescue435,"['avenue', 'emergency', 'alarm', 'rescue435', 'transgender', 'crisis', 'queer', 'homeless', 'lesbian', 'officers']","['avenue', 'emergency', 'alarm', 'rescue435', 'transgender', 'crisis', 'queer', 'homeless', 'lesbian', 'officers']","['Alarm (single Source) [North York] Brighton Avenue b/w Goddard Street / Elder Street Dispatched: 03/10/21 12:32 EDT [Stn: 143] Pumper-143 Rescue-112 General Area:', 'Support lesbian, gay, bisexual, transgender, intersex, queer or questioning nondiscrimination protections: There are many states across the country without explicit laws protecting LGBT elders from discrimination. Many residents have lived in these states before. View article...', 'The last  Two-Spirit, Lesbian, Gay, Bisexual, Transgender, Queer and/or Questioning, Intersex, Asexual Sub-Working Group meeting, but not the last task at hand. We continue with the healing process. We move forward with an amazing group of knowledge-holders, Elders, and Two-Spirits towards the next generations.  Two-Spirit, Lesbian, Gay, Bisexual, Transgender, Queer and/or Questioning, Intersex, Asexual']",avenue - emergency - alarm - rescue435 - transgender - crisis - queer - homeless - lesbian - officers,0.0,False
"Looking forward to debating my Private Members' Bill, Bill 12 tonight, that would make covid 19 vaccine mandatory for all frontline healthcare and education workers in Ontario. The bill is about protecting the most vulnerable among us; our seniors, those who are immuno-compromised and children under 12.",0,0_vaccine_vaccines_vaccination_vaccinated,"['vaccine', 'vaccines', 'vaccination', 'vaccinated', 'vaccinations', 'immunity', 'unvaccinated', 'immunocompromised', 'immune', 'patients']","['vaccine', 'vaccines', 'vaccination', 'vaccinated', 'vaccinations', 'immunity', 'unvaccinated', 'immunocompromised', 'immune', 'patients']","['Reflections after working at todays mass vaccine clinic: 1. COVAX data entry continues to kill our speed. 2. Due to Pfizer shortages, people 30+ can only get Moderna many declined. 3. The overwhelmingly majority of booster recipients were younger adults we must reach seniors.', 'Do Seniors need attention by the chief marketing officer to help us to understand the 2 Shot Pfizer vaccine for our age-diminished immune systems? Is there a need to consider our reduced immunity, due to our age, when deciding how soon we need the 2nd shot for Full Immunity? 28 days or 4 moths?', 'Ghanaian Canadian Association of Ontario popup vaccine clinic is offering second pfizer doses for seniors ages 70 and older and any frontline health worker. And 1st dose to anyone 12 years and above. To register please click the link below: covid 19 Pfizer Vaccine 1st dose covid19 vaccine']",vaccine - vaccines - vaccination - vaccinated - vaccinations - immunity - unvaccinated - immunocompromised - immune - patients,0.9561928700929135,False
"Trudeau is the global marxism mafia manager. Now he wants to rob the Canadian Seniors who worked hard to buy a home (no vacation, no new car), Trudeau does not have any moral value to rob them. Trudeau got access to tax money to steal our money",2,2_trudeau_calgary_election_canadas,"['trudeau', 'calgary', 'election', 'canadas', 'voters', 'voting', 'vote', 'minister', 'conservatives', 'democratic']","['trudeau', 'calgary', 'election', 'canadas', 'voters', 'voting', 'vote', 'minister', 'conservatives', 'democratic']","['Nothing to see here. Numbers do not tell you a thing. Read everything! Alberta New Democratic Party rated disability, seniors, poverty and homelessness at the bottom of their priorities. Thankfully there will be more parties independents on the ballot. Election 2023 Alberta Legislative Edmonton International Airport Calgary International Airport Alberta Politics', '2021 Angus Reid Poll showed Alberta New Democratic Party rated poverty, disability, seniors and homelessness at their bottom of their priorities. AND they endorse segregation abuse of disabled students in education! who the hell votes for this junk? Not anyone with inclusive values. Gross Alberta Legislative Edmonton International Airport Calgary International Airport', 'I am a red dot in a sea of blue living in West Kelowna. What I hear: Justin Trudeau does not do anything for seniors Justin Trudeau does zip for the west Canada Emergency Response Benefit Employment benefits are for lazy people Justin Trudeau cares more about immigrants than ""real Canadians"" Justin Trudeau is to good looking and men cannot deal with that 44th Canadian Federal Election']",trudeau - calgary - election - canadas - voters - voting - vote - minister - conservatives - democratic,1.0,False
elderly seniors abuse prevention Check out this new book from johnejohnson sabbyduthie,0,0_vaccine_vaccines_vaccination_vaccinated,"['vaccine', 'vaccines', 'vaccination', 'vaccinated', 'vaccinations', 'immunity', 'unvaccinated', 'immunocompromised', 'immune', 'patients']","['vaccine', 'vaccines', 'vaccination', 'vaccinated', 'vaccinations', 'immunity', 'unvaccinated', 'immunocompromised', 'immune', 'patients']","['Reflections after working at todays mass vaccine clinic: 1. COVAX data entry continues to kill our speed. 2. Due to Pfizer shortages, people 30+ can only get Moderna many declined. 3. The overwhelmingly majority of booster recipients were younger adults we must reach seniors.', 'Do Seniors need attention by the chief marketing officer to help us to understand the 2 Shot Pfizer vaccine for our age-diminished immune systems? Is there a need to consider our reduced immunity, due to our age, when deciding how soon we need the 2nd shot for Full Immunity? 28 days or 4 moths?', 'Ghanaian Canadian Association of Ontario popup vaccine clinic is offering second pfizer doses for seniors ages 70 and older and any frontline health worker. And 1st dose to anyone 12 years and above. To register please click the link below: covid 19 Pfizer Vaccine 1st dose covid19 vaccine']",vaccine - vaccines - vaccination - vaccinated - vaccinations - immunity - unvaccinated - immunocompromised - immune - patients,0.9161067108384009,False
"And Regulation 274 does exactly that. It's not seniority in the union, it's giving a level playing field for those people who have the most experience as an occasional teacher. No more nepotism. It is a no-brainer!",6,6_merit_regulation_hiring_executives,"['merit', 'regulation', 'hiring', 'executives', 'accountability', 'roles', 'qualified', 'instructors', 'incentives', 'employer']","['merit', 'regulation', 'hiring', 'executives', 'accountability', 'roles', 'qualified', 'instructors', 'incentives', 'employer']","['Like in any other job, teachers should be hired based on merit. Hiring based on seniority (first-come first serve basis) eliminates accountability and incentives to work hard. Merit based hiring puts students and hard working teachers first.', 'Teachers are now hired based on seniority, not merit. The best young teachers can be stuck in supply teaching roles for years, limiting diversity and equity in hiring. The teacher unions are determined to maintain this system. We think that is wrong. We are fighting to change it.', 'There is no Regulation 274 for surgeons, because we recognize there must be flexibility to hire based on merit, not seniority. Karen Spivak and the Toronto Star are correct: Regulation 274 does not serve our children well.']",merit - regulation - hiring - executives - accountability - roles - qualified - instructors - incentives - employer,1.0,False
Indigenous perspectives in health care with Elder Little Brown Bear ( ) a deeply impactful breakout session at todays Bloorview Research Institute Symposium Grow HB Research,-1,-1_avenue_emergency_alarm_rescue435,"['avenue', 'emergency', 'alarm', 'rescue435', 'transgender', 'crisis', 'queer', 'homeless', 'lesbian', 'officers']","['avenue', 'emergency', 'alarm', 'rescue435', 'transgender', 'crisis', 'queer', 'homeless', 'lesbian', 'officers']","['Alarm (single Source) [North York] Brighton Avenue b/w Goddard Street / Elder Street Dispatched: 03/10/21 12:32 EDT [Stn: 143] Pumper-143 Rescue-112 General Area:', 'Support lesbian, gay, bisexual, transgender, intersex, queer or questioning nondiscrimination protections: There are many states across the country without explicit laws protecting LGBT elders from discrimination. Many residents have lived in these states before. View article...', 'The last  Two-Spirit, Lesbian, Gay, Bisexual, Transgender, Queer and/or Questioning, Intersex, Asexual Sub-Working Group meeting, but not the last task at hand. We continue with the healing process. We move forward with an amazing group of knowledge-holders, Elders, and Two-Spirits towards the next generations.  Two-Spirit, Lesbian, Gay, Bisexual, Transgender, Queer and/or Questioning, Intersex, Asexual']",avenue - emergency - alarm - rescue435 - transgender - crisis - queer - homeless - lesbian - officers,0.0,False
"Yeah, I Am not worried about me. I worry about my elderly relatives. You should think about that but I am guessing you do not give a shit about anyone but yourself.",0,0_vaccine_vaccines_vaccination_vaccinated,"['vaccine', 'vaccines', 'vaccination', 'vaccinated', 'vaccinations', 'immunity', 'unvaccinated', 'immunocompromised', 'immune', 'patients']","['vaccine', 'vaccines', 'vaccination', 'vaccinated', 'vaccinations', 'immunity', 'unvaccinated', 'immunocompromised', 'immune', 'patients']","['Reflections after working at todays mass vaccine clinic: 1. COVAX data entry continues to kill our speed. 2. Due to Pfizer shortages, people 30+ can only get Moderna many declined. 3. The overwhelmingly majority of booster recipients were younger adults we must reach seniors.', 'Do Seniors need attention by the chief marketing officer to help us to understand the 2 Shot Pfizer vaccine for our age-diminished immune systems? Is there a need to consider our reduced immunity, due to our age, when deciding how soon we need the 2nd shot for Full Immunity? 28 days or 4 moths?', 'Ghanaian Canadian Association of Ontario popup vaccine clinic is offering second pfizer doses for seniors ages 70 and older and any frontline health worker. And 1st dose to anyone 12 years and above. To register please click the link below: covid 19 Pfizer Vaccine 1st dose covid19 vaccine']",vaccine - vaccines - vaccination - vaccinated - vaccinations - immunity - unvaccinated - immunocompromised - immune - patients,1.0,False
"As reports of explosions or casualties in Kabul circulate, Trudeau was promising an extra $42 for seniors. Asked why he needs a majority. The enthusiasm of his response indicates that he dearly hopes voters will fly him to the moon and let him play among the stars. 44th Canadian Federal Election.",2,2_trudeau_calgary_election_canadas,"['trudeau', 'calgary', 'election', 'canadas', 'voters', 'voting', 'vote', 'minister', 'conservatives', 'democratic']","['trudeau', 'calgary', 'election', 'canadas', 'voters', 'voting', 'vote', 'minister', 'conservatives', 'democratic']","['Nothing to see here. Numbers do not tell you a thing. Read everything! Alberta New Democratic Party rated disability, seniors, poverty and homelessness at the bottom of their priorities. Thankfully there will be more parties independents on the ballot. Election 2023 Alberta Legislative Edmonton International Airport Calgary International Airport Alberta Politics', '2021 Angus Reid Poll showed Alberta New Democratic Party rated poverty, disability, seniors and homelessness at their bottom of their priorities. AND they endorse segregation abuse of disabled students in education! who the hell votes for this junk? Not anyone with inclusive values. Gross Alberta Legislative Edmonton International Airport Calgary International Airport', 'I am a red dot in a sea of blue living in West Kelowna. What I hear: Justin Trudeau does not do anything for seniors Justin Trudeau does zip for the west Canada Emergency Response Benefit Employment benefits are for lazy people Justin Trudeau cares more about immigrants than ""real Canadians"" Justin Trudeau is to good looking and men cannot deal with that 44th Canadian Federal Election']",trudeau - calgary - election - canadas - voters - voting - vote - minister - conservatives - democratic,0.9621652202610613,False
"I AM GOING TO if you work with the general public in any capacity, especially the elderly in longterm care homes, you must be vaccinated. Being a vector of transmission of a deadly disease when vaccines are readily available in not acceptable. One person's freedoms over another man's life.",0,0_vaccine_vaccines_vaccination_vaccinated,"['vaccine', 'vaccines', 'vaccination', 'vaccinated', 'vaccinations', 'immunity', 'unvaccinated', 'immunocompromised', 'immune', 'patients']","['vaccine', 'vaccines', 'vaccination', 'vaccinated', 'vaccinations', 'immunity', 'unvaccinated', 'immunocompromised', 'immune', 'patients']","['Reflections after working at todays mass vaccine clinic: 1. COVAX data entry continues to kill our speed. 2. Due to Pfizer shortages, people 30+ can only get Moderna many declined. 3. The overwhelmingly majority of booster recipients were younger adults we must reach seniors.', 'Do Seniors need attention by the chief marketing officer to help us to understand the 2 Shot Pfizer vaccine for our age-diminished immune systems? Is there a need to consider our reduced immunity, due to our age, when deciding how soon we need the 2nd shot for Full Immunity? 28 days or 4 moths?', 'Ghanaian Canadian Association of Ontario popup vaccine clinic is offering second pfizer doses for seniors ages 70 and older and any frontline health worker. And 1st dose to anyone 12 years and above. To register please click the link below: covid 19 Pfizer Vaccine 1st dose covid19 vaccine']",vaccine - vaccines - vaccination - vaccinated - vaccinations - immunity - unvaccinated - immunocompromised - immune - patients,1.0,False
"In Ontario for-profit long term care homes killed seniors while Ford gave them no-strings tax dollars. Now there is outbreaks in almost 200 homes. Let Us get boosters to staff + residents, daily Rapid Antigen Testing and N95s. long term care workers must get a PERMANENT raise. Profit must get out of the equation.",0,0_vaccine_vaccines_vaccination_vaccinated,"['vaccine', 'vaccines', 'vaccination', 'vaccinated', 'vaccinations', 'immunity', 'unvaccinated', 'immunocompromised', 'immune', 'patients']","['vaccine', 'vaccines', 'vaccination', 'vaccinated', 'vaccinations', 'immunity', 'unvaccinated', 'immunocompromised', 'immune', 'patients']","['Reflections after working at todays mass vaccine clinic: 1. COVAX data entry continues to kill our speed. 2. Due to Pfizer shortages, people 30+ can only get Moderna many declined. 3. The overwhelmingly majority of booster recipients were younger adults we must reach seniors.', 'Do Seniors need attention by the chief marketing officer to help us to understand the 2 Shot Pfizer vaccine for our age-diminished immune systems? Is there a need to consider our reduced immunity, due to our age, when deciding how soon we need the 2nd shot for Full Immunity? 28 days or 4 moths?', 'Ghanaian Canadian Association of Ontario popup vaccine clinic is offering second pfizer doses for seniors ages 70 and older and any frontline health worker. And 1st dose to anyone 12 years and above. To register please click the link below: covid 19 Pfizer Vaccine 1st dose covid19 vaccine']",vaccine - vaccines - vaccination - vaccinated - vaccinations - immunity - unvaccinated - immunocompromised - immune - patients,1.0,False
Simon the striker! who knew!? Senior Men's !,-1,-1_avenue_emergency_alarm_rescue435,"['avenue', 'emergency', 'alarm', 'rescue435', 'transgender', 'crisis', 'queer', 'homeless', 'lesbian', 'officers']","['avenue', 'emergency', 'alarm', 'rescue435', 'transgender', 'crisis', 'queer', 'homeless', 'lesbian', 'officers']","['Alarm (single Source) [North York] Brighton Avenue b/w Goddard Street / Elder Street Dispatched: 03/10/21 12:32 EDT [Stn: 143] Pumper-143 Rescue-112 General Area:', 'Support lesbian, gay, bisexual, transgender, intersex, queer or questioning nondiscrimination protections: There are many states across the country without explicit laws protecting LGBT elders from discrimination. Many residents have lived in these states before. View article...', 'The last  Two-Spirit, Lesbian, Gay, Bisexual, Transgender, Queer and/or Questioning, Intersex, Asexual Sub-Working Group meeting, but not the last task at hand. We continue with the healing process. We move forward with an amazing group of knowledge-holders, Elders, and Two-Spirits towards the next generations.  Two-Spirit, Lesbian, Gay, Bisexual, Transgender, Queer and/or Questioning, Intersex, Asexual']",avenue - emergency - alarm - rescue435 - transgender - crisis - queer - homeless - lesbian - officers,0.0,False
"I do know there've been a lot of clinics at shelters, and apartments/condos with seniors (not just long-term care) - not widely publicized, but they are happening. Need more of these. Need to seek people out, figure out who we are systemically missing.",-1,-1_avenue_emergency_alarm_rescue435,"['avenue', 'emergency', 'alarm', 'rescue435', 'transgender', 'crisis', 'queer', 'homeless', 'lesbian', 'officers']","['avenue', 'emergency', 'alarm', 'rescue435', 'transgender', 'crisis', 'queer', 'homeless', 'lesbian', 'officers']","['Alarm (single Source) [North York] Brighton Avenue b/w Goddard Street / Elder Street Dispatched: 03/10/21 12:32 EDT [Stn: 143] Pumper-143 Rescue-112 General Area:', 'Support lesbian, gay, bisexual, transgender, intersex, queer or questioning nondiscrimination protections: There are many states across the country without explicit laws protecting LGBT elders from discrimination. Many residents have lived in these states before. View article...', 'The last  Two-Spirit, Lesbian, Gay, Bisexual, Transgender, Queer and/or Questioning, Intersex, Asexual Sub-Working Group meeting, but not the last task at hand. We continue with the healing process. We move forward with an amazing group of knowledge-holders, Elders, and Two-Spirits towards the next generations.  Two-Spirit, Lesbian, Gay, Bisexual, Transgender, Queer and/or Questioning, Intersex, Asexual']",avenue - emergency - alarm - rescue435 - transgender - crisis - queer - homeless - lesbian - officers,0.0,False
Tell us again how we do not already have a two tiered health care system in Canada? Disability Seniors Ableism Poverty Canadian Politics Alberta Politics,2,2_trudeau_calgary_election_canadas,"['trudeau', 'calgary', 'election', 'canadas', 'voters', 'voting', 'vote', 'minister', 'conservatives', 'democratic']","['trudeau', 'calgary', 'election', 'canadas', 'voters', 'voting', 'vote', 'minister', 'conservatives', 'democratic']","['Nothing to see here. Numbers do not tell you a thing. Read everything! Alberta New Democratic Party rated disability, seniors, poverty and homelessness at the bottom of their priorities. Thankfully there will be more parties independents on the ballot. Election 2023 Alberta Legislative Edmonton International Airport Calgary International Airport Alberta Politics', '2021 Angus Reid Poll showed Alberta New Democratic Party rated poverty, disability, seniors and homelessness at their bottom of their priorities. AND they endorse segregation abuse of disabled students in education! who the hell votes for this junk? Not anyone with inclusive values. Gross Alberta Legislative Edmonton International Airport Calgary International Airport', 'I am a red dot in a sea of blue living in West Kelowna. What I hear: Justin Trudeau does not do anything for seniors Justin Trudeau does zip for the west Canada Emergency Response Benefit Employment benefits are for lazy people Justin Trudeau cares more about immigrants than ""real Canadians"" Justin Trudeau is to good looking and men cannot deal with that 44th Canadian Federal Election']",trudeau - calgary - election - canadas - voters - voting - vote - minister - conservatives - democratic,0.900087045207209,False
it is so simple! Food and Heating Costs Are now so high - it is killing Families And many Elderly! People thought that Covid was bad But Heartless Government And Insignificant Opposition IS COMPLETING THE JOB!,0,0_vaccine_vaccines_vaccination_vaccinated,"['vaccine', 'vaccines', 'vaccination', 'vaccinated', 'vaccinations', 'immunity', 'unvaccinated', 'immunocompromised', 'immune', 'patients']","['vaccine', 'vaccines', 'vaccination', 'vaccinated', 'vaccinations', 'immunity', 'unvaccinated', 'immunocompromised', 'immune', 'patients']","['Reflections after working at todays mass vaccine clinic: 1. COVAX data entry continues to kill our speed. 2. Due to Pfizer shortages, people 30+ can only get Moderna many declined. 3. The overwhelmingly majority of booster recipients were younger adults we must reach seniors.', 'Do Seniors need attention by the chief marketing officer to help us to understand the 2 Shot Pfizer vaccine for our age-diminished immune systems? Is there a need to consider our reduced immunity, due to our age, when deciding how soon we need the 2nd shot for Full Immunity? 28 days or 4 moths?', 'Ghanaian Canadian Association of Ontario popup vaccine clinic is offering second pfizer doses for seniors ages 70 and older and any frontline health worker. And 1st dose to anyone 12 years and above. To register please click the link below: covid 19 Pfizer Vaccine 1st dose covid19 vaccine']",vaccine - vaccines - vaccination - vaccinated - vaccinations - immunity - unvaccinated - immunocompromised - immune - patients,1.0,False
